tournament,tier,round,start_date,player_a,player_b,player_a_won,is_pending,is_walkover,same_nationality,h2h_win_rate_a_vs_b,player_a_is_home,player_a_matches_last_14_days,player_a_days_since_last_match,player_a_recent_win_rate,player_b_is_home,player_b_matches_last_14_days,player_b_days_since_last_match,player_b_recent_win_rate,player_a_elo,player_b_elo,elo_diff,player_a_ema_form,player_b_ema_form,h2h_last_winner,player_a_win_streak,player_b_win_streak,player_a_matches_last_7_days,player_b_matches_last_7_days,player_a_avg_point_diff,player_b_avg_point_diff,player_a_avg_games_per_match,player_b_avg_games_per_match,player_a_rubber_game_rate,player_b_rubber_game_rate,player_a_avg_victory_margin,player_b_avg_victory_margin,player_a_seed,player_b_seed
Indonesia Masters 2024,500,first round,2024-01-23,Lakshya Sen,Weng Hongyang,1,0,0,0,0.0,0,2,7,0.0,0,3,7,0.619,1617.2,1707.15,-89.95,0.05,0.2718,0.0,-8,-2,1,1,-4.6,-0.3,2.3,2.5,0.3,0.5,8.6,11.5,0,0
Indonesia Masters 2024,500,second round,2024-01-23,Lee Chia-hao,Lei Lanxi,0,0,0,0,0.5,0,2,7,0.375,0,0,77,0.625,1539.11,1599.04,-59.93,0.3955,0.8193,0.5,1,4,1,0,-5.3,2.4,2.6,2.4,0.6,0.4,9.3,11.2,0,0
Indonesia Masters 2024,500,second round,2024-01-23,Anders Antonsen,Lakshya Sen,1,0,0,0,0.6667,0,5,14,0.68,0,2,7,0.0,1893.26,1634.74,258.51,0.9669,0.335,1.0,8,1,0,1,11.1,-3.7,2.3,2.2,0.3,0.2,14.9,9.3,8,0
Indonesia Masters 2024,500,quarter-finals,2024-01-23,Lei Lanxi,Anders Antonsen,0,0,0,0,0.5,0,0,77,0.625,0,5,14,0.68,1610.65,1898.42,-287.76,0.8735,0.9768,0.5,5,9,0,0,4.5,11.1,2.4,2.2,0.4,0.2,11.9,14.9,0,8
Indonesia Masters 2024,500,first round,2024-01-23,Jonatan Christie,Lu Guangzu,0,0,0,0,1.0,1,3,7,0.7037,0,4,7,0.55,1809.02,1727.79,81.23,0.3518,0.3443,1.0,-1,-2,2,1,4.8,-3.2,2.4,2.4,0.4,0.4,11.6,8.6,4,0
Indonesia Masters 2024,500,first round,2024-01-23,Toma Junior Popov,Kiran George,0,0,0,0,0.5,0,3,7,0.3571,0,1,7,0.2222,1575.44,1475.09,100.35,0.2984,0.1469,0.0,-2,-3,1,1,-1.2,-8.2,2.4,2.5,0.4,0.5,10.2,9.8,0,0
Indonesia Masters 2024,500,first round,2024-01-23,Kunlavut Vitidsarn,Wang Tzu-wei,1,0,0,0,1.0,0,4,7,0.3333,0,4,7,0.4762,1684.7,1570.21,114.49,0.2432,0.4606,1.0,-2,-1,2,3,-0.7,0.2,2.5,2.5,0.5,0.5,10.3,9.6,6,0
Indonesia Masters 2024,500,first round,2024-01-23,Chou Tien-chen,Christo Popov,1,0,0,0,1.0,0,2,7,0.52,0,2,7,0.3571,1656.75,1539.4,117.34,0.194,0.2415,1.0,-4,-3,1,1,-2.5,-2.0,2.3,2.2,0.3,0.2,9.9,11.2,0,0
Indonesia Masters 2024,500,second round,2024-01-23,Lu Guangzu,Kiran George,0,0,0,0,1.0,0,4,7,0.55,0,1,7,0.2222,1745.01,1493.02,251.99,0.541,0.4029,1.0,1,1,1,1,-2.1,-6.2,2.5,2.6,0.5,0.6,7.9,8.6,0,0
Indonesia Masters 2024,500,second round,2024-01-23,Kunlavut Vitidsarn,Chou Tien-chen,1,0,0,0,0.3333,0,4,7,0.3333,0,2,7,0.52,1694.25,1666.19,28.06,0.4703,0.4358,1.0,1,1,2,1,1.6,-2.3,2.5,2.2,0.5,0.2,10.6,10.1,6,0
Indonesia Masters 2024,500,quarter-finals,2024-01-23,Kiran George,Kunlavut Vitidsarn,0,0,0,0,0.5,0,1,7,0.2222,0,4,7,0.3333,1515.71,1707.12,-191.42,0.582,0.6292,0.5,2,2,1,2,-4.8,3.7,2.7,2.4,0.7,0.4,8.2,12.3,0,6
Indonesia Masters 2024,500,first round,2024-01-23,Su Li-yang,Lee Cheuk Yiu,1,0,0,0,0.5,0,3,7,0.3846,0,7,7,0.6,1545.5,1737.9,-192.41,0.2754,0.7977,0.5,-1,3,2,5,-6.2,2.4,2.5,2.8,0.5,0.8,9.6,5.8,0,0
Indonesia Masters 2024,500,first round,2024-01-23,Loh Kean Yew,Prannoy H. S.,1,0,0,0,0.0,0,1,14,0.4667,0,5,7,0.625,1721.33,1768.44,-47.11,0.2644,0.7453,0.0,-3,3,0,4,0.7,-0.4,2.2,2.4,0.2,0.4,9.9,12.2,0,7
Indonesia Masters 2024,500,first round,2024-01-23,Leong Jun Hao,Kenta Nishimoto,1,0,0,0,0.5,0,0,56,0.5,0,3,7,0.5833,1518.92,1724.42,-205.51,0.3756,0.5049,0.5,-2,-1,0,2,-3.7,4.5,2.4,2.5,0.4,0.5,7.7,12.3,0,0
Indonesia Masters 2024,500,first round,2024-01-23,Kantaphon Wangcharoen,Anthony Sinisuka Ginting,0,0,0,0,0.3333,0,2,7,0.0714,1,5,7,0.6,1378.15,1768.78,-390.63,0.0125,0.3587,0.0,-9,-2,1,3,-8.8,0.0,2.4,2.4,0.4,0.4,10.4,8.0,0,3
Indonesia Masters 2024,500,second round,2024-01-23,Su Li-yang,Loh Kean Yew,0,0,0,0,0.5,0,3,7,0.3846,0,1,14,0.4667,1566.54,1737.22,-170.67,0.4928,0.4851,0.5,1,1,2,0,-5.0,0.4,2.6,2.2,0.6,0.2,8.4,9.6,0,0
Indonesia Masters 2024,500,second round,2024-01-23,Leong Jun Hao,Anthony Sinisuka Ginting,0,0,0,0,0.0,0,0,56,0.5,1,5,7,0.6,1540.35,1771.46,-231.1,0.5629,0.5511,0.0,1,1,0,3,-2.8,2.8,2.3,2.4,0.3,0.4,8.4,8.0,0,3
Indonesia Masters 2024,500,quarter-finals,2024-01-23,Loh Kean Yew,Anthony Sinisuka Ginting,0,0,0,0,0.0,0,1,14,0.4667,1,5,7,0.6,1744.84,1777.31,-32.47,0.6396,0.6857,0.0,2,2,0,3,1.5,4.4,2.2,2.3,0.2,0.3,10.7,8.4,0,3
Indonesia Masters 2024,500,first round,2024-01-23,Lee Zii Jia,Srikanth Kidambi,1,0,0,0,0.6667,0,4,7,0.64,0,3,7,0.2727,1736.14,1589.24,146.9,0.4793,0.1751,0.0,-1,-2,3,1,1.3,-9.0,2.4,2.3,0.4,0.3,11.5,12.0,0,0
Indonesia Masters 2024,500,first round,2024-01-23,Ng Ka Long,Magnus Johannesen,1,0,0,0,0.5,0,4,7,0.2727,0,2,7,0.2857,1638.62,1522.24,116.38,0.292,0.1515,0.5,-2,-3,1,1,-3.8,-10.5,2.4,2.4,0.4,0.4,11.2,13.7,0,0
Indonesia Masters 2024,500,first round,2024-01-23,Rasmus Gemke,Priyanshu Rajawat,0,0,0,0,0.5,0,3,7,0.5714,0,2,7,0.4615,1685.32,1571.56,113.76,0.3653,0.4894,0.5,-1,-1,2,2,-3.8,-2.5,2.3,2.3,0.3,0.3,9.8,11.7,0,0
Indonesia Masters 2024,500,first round,2024-01-23,Brian Yang,Li Shifeng,1,0,0,0,0.0,0,3,7,0.25,0,5,7,0.5882,1493.17,1782.73,-289.56,0.3016,0.5027,0.0,-1,-1,1,2,-6.7,1.2,2.7,2.6,0.7,0.6,8.5,9.0,0,2
Indonesia Masters 2024,500,second round,2024-01-23,Lee Zii Jia,Ng Ka Long,1,0,0,0,0.25,0,4,7,0.64,0,4,7,0.2727,1744.55,1648.1,96.45,0.6355,0.5044,0.0,1,1,3,1,1.2,-2.2,2.5,2.4,0.5,0.4,11.4,10.8,0,0
Indonesia Masters 2024,500,second round,2024-01-23,Priyanshu Rajawat,Brian Yang,0,0,0,0,0.5,0,2,7,0.4615,0,3,7,0.25,1589.99,1516.72,73.26,0.6426,0.5111,0.5,1,1,2,1,-4.1,-4.3,2.3,2.8,0.3,0.8,10.1,6.1,0,0
Indonesia Masters 2024,500,quarter-finals,2024-01-23,Lee Zii Jia,Brian Yang,0,0,1,0,1.0,0,4,7,0.64,0,3,7,0.25,1754.76,1533.63,221.13,0.7448,0.6578,1.0,2,2,3,1,3.5,-4.2,2.4,2.7,0.4,0.7,10.7,6.2,0,0
Thailand Masters 2024,300,semi-finals,2024-01-30,Mark Caljouw,Chou Tien-chen,0,0,0,0,0.0,0,0,91,0.3333,0,3,7,0.5,1472.92,1653.32,-180.4,0.2219,0.305,0.0,-1,-1,0,2,-15.3,-3.3,2.5,2.2,0.5,0.2,15.9,11.1,0,5
Thailand Masters 2024,300,semi-finals,2024-01-30,Su Li-yang,Loh Kean Yew,0,0,0,0,0.0,0,4,7,0.3846,0,3,7,0.5294,1558.92,1732.15,-173.23,0.3449,0.4477,0.0,-1,-1,2,3,-5.1,2.1,2.6,2.2,0.6,0.2,8.5,10.1,0,2
Thailand Masters 2024,300,final,2024-01-30,Chou Tien-chen,Loh Kean Yew,1,0,0,0,0.6667,0,3,7,0.5,0,3,7,0.5294,1659.59,1738.61,-79.02,0.5135,0.6134,1.0,1,1,2,3,-0.7,4.6,2.2,2.2,0.2,0.2,11.5,10.4,5,2
Thailand Masters 2024,300,first round,2024-01-30,Alwi Farhan,Mark Caljouw,0,0,0,0,0.5,0,0,56,0.625,0,0,91,0.3333,1525.78,1466.65,59.14,0.5744,0.1553,0.5,-1,-2,0,0,6.625,-14.2,2.25,2.5,0.25,0.5,12.375,14.8,0,0
Thailand Masters 2024,300,first round,2024-01-30,Jan Louda,Cheam June Wei,0,0,0,0,0.5,0,0,84,0.6,0,0,56,0.7143,1511.57,1497.61,13.96,0.4487,0.8023,0.5,-1,4,0,0,2.9,-3.6,2.2,2.5,0.2,0.5,13.7,12.8,0,0
Thailand Masters 2024,300,first round,2024-01-30,Mithun Manjunath,Jason Gunawan,1,0,0,0,0.5,0,0,56,0.3333,0,0,140,0.5,1498.15,1500.46,-2.31,0.3111,0.455,0.5,-1,-1,0,0,-1.4,-4.0,2.3,2.5,0.3,0.5,10.0,12.0,0,0
Thailand Masters 2024,300,first round,2024-01-30,Srikanth Kidambi,Wang Tzu-wei,1,0,0,0,1.0,0,2,7,0.1111,0,4,7,0.45,1580.83,1560.67,20.16,0.1225,0.3224,1.0,-3,-2,1,1,-12.0,-2.0,2.4,2.4,0.4,0.4,12.0,10.0,0,0
Thailand Masters 2024,300,second round,2024-01-30,Mark Caljouw,Cheam June Wei,1,0,0,0,0.5,0,0,91,0.3333,0,0,56,0.7143,1480.67,1510.09,-29.42,0.4087,0.8616,0.5,1,5,0,0,-11.2,-1.4,2.4,2.6,0.4,0.6,14.4,12.8,0,0
Thailand Masters 2024,300,second round,2024-01-30,Mithun Manjunath,Srikanth Kidambi,1,0,0,1,1.0,0,0,56,0.3333,0,2,7,0.1111,1510.23,1592.13,-81.9,0.5177,0.3858,1.0,1,1,0,1,0.4,-9.5,2.2,2.4,0.2,0.4,11.6,10.3,0,0
Thailand Masters 2024,300,quarter-finals,2024-01-30,Mark Caljouw,Mithun Manjunath,1,0,0,0,0.5,0,0,91,0.3333,0,0,56,0.3333,1493.68,1525.0,-31.32,0.5861,0.6624,0.5,2,2,0,0,-7.1,3.9,2.4,2.3,0.4,0.3,15.1,9.7,0,0
Thailand Masters 2024,300,first round,2024-01-30,Jason Teh,Lin Chun-yi,0,0,0,0,0.5,0,0,56,0.4,0,2,7,0.6,1466.94,1661.64,-194.7,0.4058,0.3847,0.5,-1,-2,0,1,-2.5,-0.7,2.3,2.3,0.3,0.3,12.5,11.5,0,0
Thailand Masters 2024,300,first round,2024-01-30,Sankar Subramanian,Leong Jun Hao,1,0,0,0,0.5,0,0,63,0.0,0,2,7,0.5556,1467.36,1534.5,-67.13,0.2138,0.394,0.5,-3,-1,0,2,-7.5,-2.0,2.3,2.3,0.3,0.3,13.1,7.6,0,0
Thailand Masters 2024,300,first round,2024-01-30,Chou Tien-chen,Lee Chia-hao,1,0,0,1,0.5,0,3,7,0.5,0,3,7,0.3889,1674.28,1527.5,146.77,0.6595,0.2769,0.5,2,-1,2,2,-3.1,-5.4,2.3,2.6,0.3,0.6,10.1,9.4,5,0
Thailand Masters 2024,300,first round,2024-01-30,Jeon Hyeok-jin,Wang Po-wei,0,0,0,0,0.5,0,0,77,0.3333,0,0,84,0.3333,1511.66,1493.81,17.85,0.2217,0.3185,0.5,-2,-2,0,0,2.9,-5.6667,2.5,2.3333,0.5,0.3333,9.7,14.3333,0,0
Thailand Masters 2024,300,second round,2024-01-30,Lin Chun-yi,Sankar Subramanian,1,0,0,0,0.5,0,2,7,0.6,0,0,63,0.0,1667.54,1481.65,185.89,0.5693,0.4496,0.5,1,1,1,0,0.6,-5.5,2.3,2.3,0.3,0.3,11.4,13.3,0,0
Thailand Masters 2024,300,second round,2024-01-30,Chou Tien-chen,Wang Po-wei,1,0,0,1,0.5,0,3,7,0.5,0,0,84,0.3333,1681.49,1506.43,175.06,0.7616,0.5229,0.5,3,1,2,0,-3.1,-0.25,2.2,2.25,0.2,0.25,10.1,14.75,5,0
Thailand Masters 2024,300,quarter-finals,2024-01-30,Lin Chun-yi,Chou Tien-chen,0,0,0,1,0.5,0,2,7,0.6,0,3,7,0.5,1673.67,1687.91,-14.24,0.6985,0.8331,1.0,2,4,1,2,1.9,-4.2,2.2,2.3,0.2,0.3,12.7,9.2,0,5
Thailand Masters 2024,300,first round,2024-01-30,Kantaphon Wangcharoen,Ygor Coelho,1,0,0,0,0.5,1,2,7,0.0714,0,0,91,0.0,1375.48,1362.98,12.49,0.0088,0.1202,0.5,-10,-3,1,0,-11.0,-8.3,2.4,2.2,0.4,0.2,11.0,12.7,0,0
Thailand Masters 2024,300,first round,2024-01-30,Sameer Verma,Ng Ka Long,0,0,0,0,0.0,0,0,56,0.5,0,3,7,0.3333,1513.76,1637.89,-124.13,0.3895,0.3531,0.0,-1,-1,0,2,-0.9,-2.7,2.4,2.3,0.4,0.3,10.5,11.3,0,8
Thailand Masters 2024,300,first round,2024-01-30,Lei Lanxi,Kiran George,1,0,1,0,0.5,0,3,7,0.6364,0,4,7,0.3636,1606.16,1508.72,97.44,0.6115,0.4074,0.5,-1,-1,3,3,1.8,-6.0,2.3,2.6,0.3,0.6,10.8,9.4,0,0
Thailand Masters 2024,300,first round,2024-01-30,Su Li-yang,Kenta Nishimoto,1,0,0,0,0.0,0,4,7,0.3846,0,3,7,0.5833,1552.45,1702.99,-150.54,0.2415,0.3534,0.0,-2,-2,2,1,-5.9,2.2,2.5,2.4,0.5,0.4,9.3,11.6,0,3
Thailand Masters 2024,300,second round,2024-01-30,Kantaphon Wangcharoen,Ng Ka Long,0,0,0,0,0.5,1,2,7,0.0714,0,3,7,0.3333,1387.05,1645.77,-258.73,0.3061,0.5472,0.0,1,1,1,2,-9.6,-0.2,2.4,2.3,0.4,0.3,9.6,10.8,0,8
Thailand Masters 2024,300,second round,2024-01-30,Lei Lanxi,Su Li-yang,0,0,0,0,0.5,0,3,7,0.6364,0,4,7,0.3846,1606.16,1569.35,36.82,0.6115,0.469,0.5,-1,1,3,2,1.8,-5.7,2.3,2.4,0.3,0.4,10.8,9.5,0,0
Thailand Masters 2024,300,quarter-finals,2024-01-30,Ng Ka Long,Su Li-yang,0,0,0,0,0.0,0,3,7,0.3333,0,4,7,0.3846,1650.19,1582.61,67.58,0.683,0.6283,0.0,2,2,2,2,0.8,-3.1,2.2,2.3,0.2,0.3,11.8,10.1,8,0
Thailand Masters 2024,300,first round,2024-01-30,Chi Yu-jen,Nhat Nguyen,1,0,0,0,0.5,0,0,56,0.625,0,0,91,0.4286,1566.5,1452.01,114.48,0.6057,0.399,0.5,-1,-1,0,0,3.7,-5.7,2.6,2.2,0.6,0.2,12.1,12.1,0,0
Thailand Masters 2024,300,first round,2024-01-30,Takuma Obayashi,Lee Cheuk Yiu,1,0,0,0,0.5,0,2,14,0.6,0,6,7,0.6,1592.72,1716.86,-124.14,0.5839,0.5584,0.5,-1,-1,0,1,1.4,1.6,2.4,2.8,0.4,0.8,10.0,5.0,0,7
Thailand Masters 2024,300,first round,2024-01-30,Brian Yang,Misha Zilberman,0,0,1,0,0.5,0,5,7,0.4545,0,0,105,0.0,1533.63,1347.56,186.07,0.6578,0.0593,1.0,2,-6,4,0,-4.2,-7.6,2.7,2.5,0.7,0.5,6.2,10.2,0,0
Thailand Masters 2024,300,first round,2024-01-30,Huang Yu-kai,Loh Kean Yew,0,0,0,0,0.5,0,0,63,0.5,0,3,7,0.5294,1499.75,1723.93,-224.18,0.3808,0.4294,0.5,-2,-1,0,3,-4.8333,3.8,2.1667,2.3,0.1667,0.3,13.5,9.6,0,2
Thailand Masters 2024,300,second round,2024-01-30,Chi Yu-jen,Takuma Obayashi,0,0,0,0,0.5,0,0,56,0.625,0,2,14,0.6,1574.68,1608.83,-34.16,0.724,0.7087,0.5,1,1,0,0,2.5,2.2,2.6,2.3,0.6,0.3,10.9,10.8,0,0
Thailand Masters 2024,300,second round,2024-01-30,Misha Zilberman,Loh Kean Yew,0,0,0,0,0.5,0,0,105,0.0,0,3,7,0.5294,1347.56,1729.11,-381.55,0.0593,0.6006,0.5,-6,1,0,3,-7.6,3.7,2.5,2.3,0.5,0.3,10.2,9.5,0,2
Thailand Masters 2024,300,quarter-finals,2024-01-30,Takuma Obayashi,Loh Kean Yew,0,0,0,0,0.5,0,2,14,0.6,0,3,7,0.5294,1619.66,1731.51,-111.85,0.7961,0.7204,0.5,2,2,0,3,4.1,5.8,2.4,2.3,0.4,0.3,11.7,11.6,0,2
German Open 2024,300,semi-finals,2024-02-27,Zhao Junpeng,Rasmus Gemke,0,0,0,0,1.0,0,0,98,0.3333,0,0,35,0.5333,1599.1,1666.89,-67.79,0.6703,0.2557,1.0,3,-2,0,0,-1.8,-4.5,2.5,2.2,0.5,0.2,11.0,10.1,0,0
German Open 2024,300,semi-finals,2024-02-27,Jeon Hyeok-jin,Christo Popov,0,0,0,0,0.5,0,0,28,0.25,0,0,35,0.3333,1499.04,1529.96,-30.92,0.1552,0.169,0.5,-3,-4,0,0,0.9,-1.3,2.5,2.2,0.5,0.2,10.9,10.5,0,8
German Open 2024,300,final,2024-02-27,Rasmus Gemke,Christo Popov,0,0,0,0,0.5,0,0,35,0.5333,0,0,35,0.3333,1676.58,1540.89,135.68,0.479,0.4183,0.5,1,1,0,0,-4.6,0.4,2.3,2.3,0.3,0.3,10.0,9.6,0,8
German Open 2024,300,first round,2024-02-27,Chou Tien-chen,Mark Caljouw,1,0,0,0,1.0,0,0,28,0.5862,0,0,28,0.5714,1699.42,1506.76,192.65,0.8832,0.7103,1.0,5,3,0,0,-4.0,-5.2,2.4,2.4,0.4,0.4,9.0,14.8,1,0
German Open 2024,300,first round,2024-02-27,Liao Jhuo-fu,Zhao Junpeng,0,0,0,0,0.5,0,0,112,0.6,0,0,98,0.3333,1512.99,1589.41,-76.42,0.4879,0.4692,0.5,-1,-1,0,0,4.0,-1.4,2.3333,2.5,0.3333,0.5,11.6667,10.6,0,0
German Open 2024,300,first round,2024-02-27,Brian Yang,Sankar Subramanian,1,0,0,0,0.5,0,0,35,0.4545,0,0,28,0.25,1533.63,1475.52,58.11,0.6578,0.3147,0.5,2,-1,0,0,-4.2,-6.4,2.7,2.3,0.7,0.3,6.2,14.2,5,0
German Open 2024,300,first round,2024-02-27,Julien Carraggi,Danil Bosniuk,1,0,0,0,0.5,0,0,119,0.3333,0,0,100,0.5,1494.34,1500.0,-5.66,0.386,0.5,0.5,-1,0,0,0,-4.3,0.0,2.5,2.0,0.5,0.0,13.1,0.0,0,0
German Open 2024,300,second round,2024-02-27,Chou Tien-chen,Zhao Junpeng,0,0,0,0,1.0,0,0,28,0.5862,0,0,98,0.3333,1705.37,1598.81,106.55,0.9182,0.6284,1.0,6,1,0,0,-2.8,-0.6,2.5,2.5,0.5,0.5,9.0,11.0,1,0
German Open 2024,300,second round,2024-02-27,Brian Yang,Julien Carraggi,0,0,0,0,0.5,0,0,35,0.4545,0,0,119,0.3333,1543.64,1506.53,37.11,0.7604,0.5702,0.5,3,1,0,0,-3.3,-4.5,2.7,2.6,0.7,0.6,6.3,12.9,5,0
German Open 2024,300,quarter-finals,2024-02-27,Zhao Junpeng,Julien Carraggi,1,0,0,0,0.5,0,0,98,0.3333,0,0,119,0.3333,1614.38,1519.81,94.57,0.7399,0.6991,0.5,2,2,0,0,1.3,-1.7,2.5,2.6,0.5,0.6,11.1,11.7,0,0
German Open 2024,300,first round,2024-02-27,Lin Chun-yi,Jan Louda,1,0,0,0,0.5,0,0,28,0.6061,0,0,28,0.5,1662.16,1499.09,163.07,0.489,0.3141,0.5,-1,-2,0,0,0.9,2.8,2.2,2.3,0.2,0.3,11.7,13.8,3,0
German Open 2024,300,first round,2024-02-27,Magnus Johannesen,Kantaphon Wangcharoen,0,0,0,0,1.0,0,0,35,0.2667,0,0,28,0.125,1512.76,1382.63,130.13,0.106,0.2143,1.0,-4,-1,0,0,-9.2,-9.4,2.3,2.4,0.3,0.4,12.4,9.4,0,0
German Open 2024,300,first round,2024-02-27,Toma Junior Popov,Alex Lanier,0,0,0,1,0.5,0,0,35,0.3333,0,0,84,0.7273,1557.51,1572.92,-15.42,0.2089,0.6459,0.5,-3,-1,0,0,-0.9,4.2,2.5,2.7,0.5,0.7,9.9,7.2,6,0
German Open 2024,300,first round,2024-02-27,Rasmus Gemke,Pablo Abián,1,0,0,0,0.5,0,0,35,0.5333,0,0,112,0.0,1660.11,1368.4,291.72,0.3353,0.0911,0.5,-1,-4,0,0,-4.2,-10.2,2.3,2.1,0.3,0.1,9.6,14.0,0,0
German Open 2024,300,second round,2024-02-27,Lin Chun-yi,Kantaphon Wangcharoen,1,0,0,0,1.0,0,0,28,0.6061,0,0,28,0.125,1668.91,1398.93,269.98,0.6423,0.45,1.0,1,1,0,0,3.4,-8.8,2.3,2.4,0.3,0.4,9.8,9.4,3,0
German Open 2024,300,second round,2024-02-27,Alex Lanier,Rasmus Gemke,0,0,0,0,0.5,0,0,84,0.7273,0,0,35,0.5333,1584.39,1663.89,-79.5,0.7521,0.5347,0.5,1,1,0,0,4.2,-3.5,2.8,2.3,0.8,0.3,7.2,10.3,0,0
German Open 2024,300,quarter-finals,2024-02-27,Lin Chun-yi,Rasmus Gemke,0,0,0,0,0.0,0,0,28,0.6061,0,0,35,0.5333,1673.1,1673.19,-0.09,0.7496,0.6743,0.0,2,2,0,0,7.3,-2.2,2.4,2.3,0.4,0.3,9.9,10.6,3,0
German Open 2024,300,first round,2024-02-27,Sathish Karunakaran,Misha Zilberman,1,0,0,0,0.5,0,0,42,0.5714,0,0,28,0.0,1499.89,1345.16,154.72,0.331,0.0415,0.5,-2,-7,0,0,0.6,-8.9,2.3,2.5,0.3,0.5,13.8,11.5,0,0
German Open 2024,300,first round,2024-02-27,Nhat Nguyen,Wang Tzu-wei,1,0,1,0,0.3333,0,0,28,0.375,0,0,28,0.4286,1443.83,1549.36,-105.53,0.2793,0.2257,1.0,-2,-3,0,0,-6.4,-0.5,2.1,2.4,0.1,0.4,12.8,8.5,0,7
German Open 2024,300,first round,2024-02-27,Cheam June Wei,Lucas Claerbout,0,0,0,0,0.0,0,0,28,0.6667,0,0,119,0.5,1497.08,1464.85,32.23,0.6031,0.3909,0.0,-1,-1,0,0,-2.0,4.6,2.6,2.3,0.6,0.3,13.4,13.8,0,0
German Open 2024,300,first round,2024-02-27,Jeon Hyeok-jin,Ng Ka Long,1,0,0,0,0.5,0,0,28,0.25,0,0,28,0.4,1488.11,1635.89,-147.78,0.1086,0.4781,0.5,-4,-1,0,0,-1.8,0.3,2.6,2.1,0.6,0.1,9.0,12.3,0,4
German Open 2024,300,second round,2024-02-27,Sathish Karunakaran,Nhat Nguyen,0,0,0,0,0.5,0,0,42,0.5714,0,0,28,0.375,1506.87,1443.83,63.04,0.5317,0.2793,0.5,1,-2,0,0,-1.5,-6.4,2.3,2.1,0.3,0.1,11.7,12.8,0,0
German Open 2024,300,second round,2024-02-27,Lucas Claerbout,Jeon Hyeok-jin,0,0,0,0,0.5,0,0,119,0.5,0,0,28,0.25,1477.96,1504.93,-26.97,0.5736,0.376,0.5,1,1,0,0,3.1,-2.6,2.3,2.6,0.3,0.6,12.3,8.2,0,0
German Open 2024,300,quarter-finals,2024-02-27,Nhat Nguyen,Jeon Hyeok-jin,0,0,0,0,0.5,0,0,28,0.375,0,0,28,0.25,1457.98,1516.0,-58.01,0.4955,0.5632,0.5,1,2,0,0,-5.4,-2.7,2.1,2.5,0.1,0.5,12.8,8.1,0,0
German Open 2024,300,first round,2024-02-27,Lee Chia-hao,Arnaud Merklé,1,0,0,0,1.0,0,0,28,0.3684,0,0,35,0.4444,1520.29,1532.23,-11.94,0.1938,0.2836,1.0,-2,-2,0,0,-4.6,-1.5,2.5,2.4,0.5,0.4,8.6,10.5,0,0
German Open 2024,300,first round,2024-02-27,Mads Christophersen,Christo Popov,0,0,0,0,0.5,0,0,84,0.3333,0,0,35,0.3333,1481.39,1557.36,-75.96,0.3476,0.5928,0.5,-1,2,0,0,-4.6,-0.4,2.2,2.3,0.2,0.3,12.4,8.8,0,8
German Open 2024,300,first round,2024-02-27,Su Li-yang,Huang Yu-kai,1,0,0,1,0.5,0,0,28,0.4706,0,0,28,0.4286,1596.92,1494.57,102.35,0.7398,0.2665,0.5,3,-3,0,0,-0.1,-6.1429,2.3,2.1429,0.3,0.1429,9.3,13.5714,0,0
German Open 2024,300,first round,2024-02-27,Kalle Koljonen,Ade Resky Dwicahyo,1,0,0,0,1.0,0,0,112,0.5,0,0,112,0.0,1436.22,1405.45,30.77,0.5634,0.0186,1.0,2,-9,0,0,-2.8,-11.6,2.3,2.2,0.3,0.2,13.8,11.6,0,0
German Open 2024,300,second round,2024-02-27,Lee Chia-hao,Christo Popov,0,0,0,0,0.0,0,0,28,0.3684,0,0,35,0.3333,1532.7,1566.77,-34.07,0.4357,0.715,0.0,1,3,0,0,-2.7,-1.3,2.5,2.3,0.5,0.3,8.1,7.9,0,8
German Open 2024,300,second round,2024-02-27,Su Li-yang,Kalle Koljonen,1,0,0,0,0.5,0,0,28,0.4706,0,0,112,0.5,1605.48,1447.16,158.32,0.8179,0.6944,0.5,4,3,0,0,-0.3,-1.8,2.2,2.3,0.2,0.3,9.1,14.8,0,0
German Open 2024,300,quarter-finals,2024-02-27,Christo Popov,Su Li-yang,1,0,0,0,0.0,0,0,35,0.3333,0,0,28,0.4706,1577.6,1612.36,-34.76,0.8005,0.8725,0.0,4,5,0,0,0.8,1.7,2.2,2.2,0.2,0.2,7.8,8.7,8,0
French Open 2024,750,semi-finals,2024-03-05,Kunlavut Vitidsarn,Lakshya Sen,1,0,0,0,0.6,0,0,42,0.4375,0,0,42,0.1111,1714.1,1629.59,84.52,0.7404,0.2345,0.0,3,-1,0,0,4.4,-5.4,2.4,2.2,0.4,0.2,13.0,8.6,8,0
French Open 2024,750,semi-finals,2024-03-05,Chico Aura Dwi Wardoyo,Shi Yuqi,0,0,0,0,0.0,0,0,42,0.1667,0,0,49,0.75,1584.41,1942.37,-357.96,0.1142,0.9695,0.0,-4,8,0,0,-9.3,11.5,2.2,2.4,0.2,0.4,14.3,14.5,0,2
French Open 2024,750,final,2024-03-05,Kunlavut Vitidsarn,Shi Yuqi,0,0,0,0,0.0,0,0,42,0.4375,0,0,49,0.75,1726.29,1945.98,-219.7,0.8183,0.9787,0.0,4,9,0,0,5.3,11.3,2.4,2.3,0.4,0.3,13.9,14.3,8,2
