tournament                     , tier, round         , start_date, host_country        , player_a                           , player_a_nat        , player_b                      , player_b_nat        , player_a_won, same_nationality, h2h_win_rate_a_vs_b, player_a_is_home, player_a_matches_last_14_days, player_a_days_since_last_match, player_a_recent_win_rate, player_b_is_home, player_b_matches_last_14_days, player_b_days_since_last_match, player_b_recent_win_rate
Odisha Masters 2025            ,  100, Third round   , 2025-12-09, India               , Dendi Triansyah                    , Indonesia           , Rajesh Srikar                 , India               ,            0,                0,              0.5   ,                0,                             5,                              7,                   0.8   ,                1,                             0,                            100,                   0.5
Odisha Masters 2025            ,  100, Third round   , 2025-12-09, India               , Kiran George                       , India               , Aditya Diwakar                , India               ,            1,                1,              0.5   ,                1,                             2,                             14,                   0.3333,                1,                             0,                            100,                   0.5
Odisha Masters 2025            ,  100, Second round  , 2025-12-09, India               , Rajesh Srikar                      , India               , Kiran George                  , India               ,            0,                1,              0.5   ,                1,                             0,                            100,                   0.5   ,                1,                             2,                             14,                   0.3333
Odisha Masters 2025            ,  100, Second round  , 2025-12-09, India               , Arya Bhivpathaki                   , India               , Vishal Vasudevan              , United Arab Emirates,            1,                0,              0.5   ,                1,                             2,                              7,                   0.0   ,                0,                             0,                             70,                   0.0
Odisha Masters 2025            ,  100, Second round  , 2025-12-09, India               , Bharat Raghav                      , India               , Siddhanth Gupta               , India               ,            0,                1,              0.0   ,                1,                             3,                              7,                   0.3333,                1,                             3,                              7,                   0.4
Odisha Masters 2025            ,  100, First round   , 2025-12-09, India               , Arya Bhivpathaki                   , India               , Shashwat Dalal                , India               ,            1,                1,              0.5   ,                1,                             2,                              7,                   0.0   ,                1,                             2,                              7,                   0.0
Odisha Masters 2025            ,  100, Second round  , 2025-12-09, India               , Manav Choudhary                    , India               , Ephraim Stephen Sam           , Australia           ,            0,                0,              0.5   ,                1,                             2,                              7,                   0.5   ,                0,                             0,                           1120,                   0.5
Odisha Masters 2025            ,  100, Third round   , 2025-12-09, India               , A R Rohan Kumar                    , India               , Bismo Raya Oktora             , Indonesia           ,            0,                0,              0.5   ,                1,                             0,                            100,                   0.5   ,                0,                             3,                              7,                   0.6667
Odisha Masters 2025            ,  100, Second round  , 2025-12-09, India               , Bismo Raya Oktora                  , Indonesia           , B. M. Rahul Bharadwaj         , India               ,            1,                0,              0.5   ,                0,                             3,                              7,                   0.6667,                1,                             3,                              7,                   0.3333
Odisha Masters 2025            ,  100, Semi-finals   , 2025-12-09, India               , Muhamad Yusuf                      , Indonesia           , Bismo Raya Oktora             , Indonesia           ,            1,                1,              0.5   ,                0,                             3,                              7,                   0.6667,                0,                             3,                              7,                   0.6667
Odisha Masters 2025            ,  100, Final         , 2025-12-09, India               , Muhamad Yusuf                      , Indonesia           , Kiran George                  , India               ,            0,                0,              0.5   ,                0,                             3,                              7,                   0.6667,                1,                             2,                             14,                   0.3333
Odisha Masters 2025            ,  100, Semi-finals   , 2025-12-09, India               , Rounak Chouhan                     , India               , Kiran George                  , India               ,            0,                1,              0.5   ,                1,                             0,                            371,                   0.5   ,                1,                             2,                             14,                   0.3333
Odisha Masters 2025            ,  100, Second round  , 2025-12-09, India               , Tharun Mannepalli                  , India               , Manav Choudhary               , India               ,            1,                1,              1.0   ,                1,                             5,                              7,                   0.5294,                1,                             2,                              7,                   0.5
Odisha Masters 2025            ,  100, Third round   , 2025-12-09, India               , Tharun Mannepalli                  , India               , Govind Krishna                , India               ,            1,                1,              0.5   ,                1,                             5,                              7,                   0.5294,                1,                             2,                              7,                   0.5
Odisha Masters 2025            ,  100, Quarter-finals, 2025-12-09, India               , Tharun Mannepalli                  , India               , Muhamad Yusuf                 , Indonesia           ,            0,                0,              0.5   ,                1,                             5,                              7,                   0.5294,                0,                             3,                              7,                   0.6667
Odisha Masters 2025            ,  100, Second round  , 2025-12-09, India               , Viren Nettasinghe                  , Sri Lanka           , Siddharth Pratap Singh        , India               ,            0,                0,              1.0   ,                0,                             4,                              7,                   0.4286,                1,                             1,                              7,                   0.0
Odisha Masters 2025            ,  100, Third round   , 2025-12-09, India               , Muhamad Yusuf                      , Indonesia           , Orijit Chaliha                , India               ,            1,                0,              1.0   ,                0,                             3,                              7,                   0.6667,                1,                             3,                              7,                   0.3333
Odisha Masters 2025            ,  100, Second round  , 2025-12-09, India               , Govind Krishna                     , India               , Aryamann Tandon               , India               ,            1,                1,              0.5   ,                1,                             2,                              7,                   0.5   ,                1,                             3,                              7,                   0.6667
Odisha Masters 2025            ,  100, Second round  , 2025-12-09, India               , Tushar Suveer                      , India               , Alap Mishra                   , India               ,            0,                1,              0.5   ,                1,                             5,                              7,                   0.7143,                1,                             2,                             14,                   0.6
Odisha Masters 2025            ,  100, Second round  , 2025-12-09, India               , Priyanshu Rajawat                  , India               , Saneeth Dayanand              , India               ,            1,                1,              0.5   ,                1,                             3,                             14,                   0.4   ,                1,                             5,                              7,                   0.6667
Odisha Masters 2025            ,  100, Second round  , 2025-12-09, India               , Saneeth Dayanand                   , India               , Dhruv Negi                    , India               ,            0,                1,              0.5   ,                1,                             5,                              7,                   0.6667,                1,                             1,                              7,                   0.0
Odisha Masters 2025            ,  100, Third round   , 2025-12-09, India               , Priyanshu Rajawat                  , India               , Richie Duta Richardo          , Indonesia           ,            0,                0,              0.5   ,                1,                             3,                             14,                   0.4   ,                0,                             2,                              7,                   0.5
Odisha Masters 2025            ,  100, Second round  , 2025-12-09, India               , Gagan Balyan                       , India               , Nicholas Raj                  , India               ,            0,                1,              0.5   ,                1,                             1,                              7,                   0.0   ,                1,                             1,                              7,                   0.0
Odisha Masters 2025            ,  100, Quarter-finals, 2025-12-09, India               , Richie Duta Richardo               , Indonesia           , Bismo Raya Oktora             , Indonesia           ,            0,                1,              0.5   ,                0,                             2,                              7,                   0.5   ,                0,                             3,                              7,                   0.6667
Odisha Masters 2025            ,  100, Second round  , 2025-12-09, India               , Manraj Singh                       , India               , A R Rohan Kumar               , India               ,            0,                1,              0.5   ,                1,                             4,                              7,                   0.375 ,                1,                             0,                            100,                   0.5
Odisha Masters 2025            ,  100, Second round  , 2025-12-09, India               , A R Rohan Kumar                    , India               , Ansh Gupta                    , India               ,            1,                1,              0.5   ,                1,                             0,                            100,                   0.5   ,                1,                             0,                            100,                   0.5
Odisha Masters 2025            ,  100, Second round  , 2025-12-09, India               , Orijit Chaliha                     , India               , Tushar Suveer                 , India               ,            1,                1,              0.5   ,                1,                             3,                              7,                   0.3333,                1,                             5,                              7,                   0.7143
BWF World Tour Finals 2025     , 1500, Group stage   , 2025-12-17, China               , Chou Tien-chen                     , Chinese Taipei      , Shi Yuqi                      , China               ,            0,                0,              0.2222,                0,                             0,                             29,                   0.6944,                1,                             0,                             64,                   0.9333
BWF World Tour Finals 2025     , 1500, Semi-finals   , 2025-12-17, China               , Kunlavut Vitidsarn                 , Thailand            , Shi Yuqi                      , China               ,            0,                0,              0.2   ,                0,                             0,                             57,                   0.6842,                1,                             0,                             64,                   0.9333
BWF World Tour Finals 2025     , 1500, Final         , 2025-12-17, China               , Christo Popov                      , France              , Shi Yuqi                      , China               ,            1,                0,              0.25  ,                0,                             0,                             50,                   0.6923,                1,                             0,                             64,                   0.9333
BWF World Tour Finals 2025     , 1500, Semi-finals   , 2025-12-17, China               , Christo Popov                      , France              , Kodai Naraoka                 , Japan               ,            1,                0,              0.25  ,                0,                             0,                             50,                   0.6923,                0,                             0,                             29,                   0.6429
BWF World Tour Finals 2025     , 1500, Group stage   , 2025-12-17, China               , Shi Yuqi                           , China               , Kodai Naraoka                 , Japan               ,            1,                0,              0.5556,                1,                             0,                             64,                   0.9333,                0,                             0,                             29,                   0.6429
BWF World Tour Finals 2025     , 1500, Group stage   , 2025-12-17, China               , Li Shifeng                         , China               , Chou Tien-chen                , Chinese Taipei      ,            0,                0,              0.5   ,                1,                             0,                             57,                   0.75  ,                0,                             0,                             29,                   0.6944
BWF World Tour Finals 2025     , 1500, Group stage   , 2025-12-17, China               , Li Shifeng                         , China               , Kodai Naraoka                 , Japan               ,            0,                0,              0.75  ,                1,                             0,                             57,                   0.75  ,                0,                             0,                             29,                   0.6429
BWF World Tour Finals 2025     , 1500, Group stage   , 2025-12-17, China               , Christo Popov                      , France              , Jonatan Christie              , Indonesia           ,            1,                0,              1.0   ,                0,                             0,                             50,                   0.6923,                0,                             0,                             29,                   0.7826
BWF World Tour Finals 2025     , 1500, Group stage   , 2025-12-17, China               , Li Shifeng                         , China               , Shi Yuqi                      , China               ,            0,                1,              0.1667,                1,                             0,                             57,                   0.75  ,                1,                             0,                             64,                   0.9333
BWF World Tour Finals 2025     , 1500, Group stage   , 2025-12-17, China               , Kunlavut Vitidsarn                 , Thailand            , Anders Antonsen               , Denmark             ,            1,                0,              0.25  ,                0,                             0,                             57,                   0.6842,                0,                             0,                             57,                   0.7619
BWF World Tour Finals 2025     , 1500, Group stage   , 2025-12-17, China               , Kunlavut Vitidsarn                 , Thailand            , Christo Popov                 , France              ,            0,                0,              0.3333,                0,                             0,                             57,                   0.6842,                0,                             0,                             50,                   0.6923
BWF World Tour Finals 2025     , 1500, Group stage   , 2025-12-17, China               , Anders Antonsen                    , Denmark             , Jonatan Christie              , Indonesia           ,            1,                0,              0.4   ,                0,                             0,                             57,                   0.7619,                0,                             0,                             29,                   0.7826
BWF World Tour Finals 2025     , 1500, Group stage   , 2025-12-17, China               , Anders Antonsen                    , Denmark             , Christo Popov                 , France              ,            0,                0,              0.5   ,                0,                             0,                             57,                   0.7619,                0,                             0,                             50,                   0.6923
BWF World Tour Finals 2025     , 1500, Group stage   , 2025-12-17, China               , Kunlavut Vitidsarn                 , Thailand            , Jonatan Christie              , Indonesia           ,            1,                0,              0.2   ,                0,                             0,                             57,                   0.6842,                0,                             0,                             29,                   0.7826
BWF World Tour Finals 2025     , 1500, Group stage   , 2025-12-17, China               , Chou Tien-chen                     , Chinese Taipei      , Kodai Naraoka                 , Japan               ,            0,                0,              1.0   ,                0,                             0,                             29,                   0.6944,                0,                             0,                             29,                   0.6429
Malaysia Open 2026             , 1000, First round   , 2026-01-06, Malaysia            , Wang Tzu-wei                       , Chinese Taipei      , Kunlavut Vitidsarn            , Thailand            ,            0,                0,              0.0   ,                0,                             0,                             49,                   0.4118,                0,                             0,                             20,                   0.6522
Malaysia Open 2026             , 1000, Second round  , 2026-01-06, Malaysia            , Lu Guangzu                         , China               , Kodai Naraoka                 , Japan               ,            0,                0,              0.5   ,                0,                             0,                             77,                   0.3   ,                0,                             0,                             20,                   0.6071
Malaysia Open 2026             , 1000, First round   , 2026-01-06, Malaysia            , Chi Yu-jen                         , Chinese Taipei      , Kodai Naraoka                 , Japan               ,            0,                0,              0.0   ,                0,                             0,                             49,                   0.4   ,                0,                             0,                             20,                   0.6071
Malaysia Open 2026             , 1000, Quarter-finals, 2026-01-06, Malaysia            , Kodai Naraoka                      , Japan               , Jonatan Christie              , Indonesia           ,            0,                0,              0.2857,                0,                             0,                             20,                   0.6071,                0,                             0,                             20,                   0.6923
Malaysia Open 2026             , 1000, First round   , 2026-01-06, Malaysia            , Leong Jun Hao                      , Malaysia            , Wang Zhengxing                , China               ,            1,                0,              0.5   ,                1,                             0,                             56,                   0.3077,                0,                             0,                             84,                   0.3636
Malaysia Open 2026             , 1000, Second round  , 2026-01-06, Malaysia            , Leong Jun Hao                      , Malaysia            , Jonatan Christie              , Indonesia           ,            0,                0,              0.6   ,                1,                             0,                             56,                   0.3077,                0,                             0,                             20,                   0.6923
Malaysia Open 2026             , 1000, First round   , 2026-01-06, Malaysia            , Alwi Farhan                        , Indonesia           , Alex Lanier                   , France              ,            0,                0,              0.5   ,                0,                             0,                             49,                   0.64  ,                0,                             0,                             70,                   0.6667
Malaysia Open 2026             , 1000, First round   , 2026-01-06, Malaysia            , Nhat Nguyen                        , Republic of Ireland , Brian Yang                    , Canada              ,            1,                0,              0.0   ,                0,                             0,                             70,                   0.3636,                0,                             0,                             56,                   0.3333
Malaysia Open 2026             , 1000, Second round  , 2026-01-06, Malaysia            , Nhat Nguyen                        , Republic of Ireland , Alex Lanier                   , France              ,            0,                0,              0.0   ,                0,                             0,                             70,                   0.3636,                0,                             0,                             70,                   0.6667
Malaysia Open 2026             , 1000, Quarter-finals, 2026-01-06, Malaysia            , Alex Lanier                        , France              , Kunlavut Vitidsarn            , Thailand            ,            0,                0,              0.5   ,                0,                             0,                             70,                   0.6667,                0,                             0,                             20,                   0.6522
Malaysia Open 2026             , 1000, First round   , 2026-01-06, Malaysia            , Koki Watanabe                      , Japan               , Weng Hongyang                 , China               ,            1,                0,              0.6667,                0,                             0,                             49,                   0.4737,                0,                             0,                             77,                   0.6111
Malaysia Open 2026             , 1000, Second round  , 2026-01-06, Malaysia            , Koki Watanabe                      , Japan               , Kunlavut Vitidsarn            , Thailand            ,            0,                0,              0.3333,                0,                             0,                             49,                   0.4737,                0,                             0,                             20,                   0.6522
Malaysia Open 2026             , 1000, First round   , 2026-01-06, Malaysia            , Lu Guangzu                         , China               , Ng Ka Long                    , Hong Kong           ,            1,                0,              0.6667,                0,                             0,                             77,                   0.3   ,                0,                             0,                             84,                   0.3846
Malaysia Open 2026             , 1000, First round   , 2026-01-06, Malaysia            , Lee Chia-hao                       , Chinese Taipei      , Jonatan Christie              , Indonesia           ,            0,                0,              0.0   ,                0,                             0,                             49,                   0.3125,                0,                             0,                             20,                   0.6923
Malaysia Open 2026             , 1000, First round   , 2026-01-06, Malaysia            , Kenta Nishimoto                    , Japan               , Toma Junior Popov             , France              ,            1,                0,              0.5   ,                0,                             0,                             49,                   0.4737,                0,                             0,                             70,                   0.3846
Malaysia Open 2026             , 1000, First round   , 2026-01-06, Malaysia            , Yushi Tanaka                       , Japan               , Victor Lai                    , Canada              ,            0,                0,              0.5   ,                0,                             0,                             49,                   0.4118,                0,                             0,                             56,                   0.4286
Malaysia Open 2026             , 1000, First round   , 2026-01-06, Malaysia            , Chou Tien-chen                     , Chinese Taipei      , Lin Chun-yi                   , Chinese Taipei      ,            1,                1,              0.6667,                0,                             0,                             20,                   0.6562,                0,                             0,                             49,                   0.55
Malaysia Open 2026             , 1000, Semi-finals   , 2026-01-06, Malaysia            , Shi Yuqi                           , China               , Anders Antonsen               , Denmark             ,            1,                0,              0.625 ,                0,                             0,                             20,                   0.9   ,                0,                             0,                             20,                   0.7083
Malaysia Open 2026             , 1000, Final         , 2026-01-06, Malaysia            , Shi Yuqi                           , China               , Kunlavut Vitidsarn            , Thailand            ,            0,                0,              0.8333,                0,                             0,                             20,                   0.9   ,                0,                             0,                             20,                   0.6522
Malaysia Open 2026             , 1000, Semi-finals   , 2026-01-06, Malaysia            , Jonatan Christie                   , Indonesia           , Kunlavut Vitidsarn            , Thailand            ,            0,                0,              0.7273,                0,                             0,                             20,                   0.6923,                0,                             0,                             20,                   0.6522
Malaysia Open 2026             , 1000, First round   , 2026-01-06, Malaysia            , Shi Yuqi                           , China               , Rasmus Gemke                  , Denmark             ,            1,                0,              1.0   ,                0,                             0,                             20,                   0.9   ,                0,                             0,                             49,                   0.5
Malaysia Open 2026             , 1000, Second round  , 2026-01-06, Malaysia            , Shi Yuqi                           , China               , Ayush Shetty                  , India               ,            1,                0,              1.0   ,                0,                             0,                             20,                   0.9   ,                0,                             0,                             49,                   0.4118
Malaysia Open 2026             , 1000, First round   , 2026-01-06, Malaysia            , Ayush Shetty                       , India               , Lee Zii Jia                   , Malaysia            ,            1,                0,              0.5   ,                0,                             0,                             49,                   0.4118,                1,                             0,                            112,                   0.0
Malaysia Open 2026             , 1000, Second round  , 2026-01-06, Malaysia            , Chou Tien-chen                     , Chinese Taipei      , Kenta Nishimoto               , Japan               ,            0,                0,              0.4   ,                0,                             0,                             20,                   0.6562,                0,                             0,                             49,                   0.4737
Malaysia Open 2026             , 1000, First round   , 2026-01-06, Malaysia            , Christo Popov                      , France              , Lee Cheuk Yiu                 , Hong Kong           ,            0,                0,              0.3333,                0,                             0,                             20,                   0.7419,                0,                             0,                             77,                   0.2
Malaysia Open 2026             , 1000, Second round  , 2026-01-06, Malaysia            , Lee Cheuk Yiu                      , Hong Kong           , Lakshya Sen                   , India               ,            1,                0,              1.0   ,                0,                             0,                             77,                   0.2   ,                0,                             0,                             49,                   0.6667
Malaysia Open 2026             , 1000, First round   , 2026-01-06, Malaysia            , Lakshya Sen                        , India               , Jason Teh                     , Singapore           ,            1,                0,              1.0   ,                0,                             0,                             49,                   0.6667,                0,                             0,                             42,                   0.5
Malaysia Open 2026             , 1000, First round   , 2026-01-06, Malaysia            , Anders Antonsen                    , Denmark             , Loh Kean Yew                  , Singapore           ,            1,                0,              0.5   ,                0,                             0,                             20,                   0.7083,                0,                             0,                             56,                   0.5
Malaysia Open 2026             , 1000, Second round  , 2026-01-06, Malaysia            , Anders Antonsen                    , Denmark             , Victor Lai                    , Canada              ,            1,                0,              0.5   ,                0,                             0,                             20,                   0.7083,                0,                             0,                             56,                   0.4286
Malaysia Open 2026             , 1000, Quarter-finals, 2026-01-06, Malaysia            , Anders Antonsen                    , Denmark             , Kenta Nishimoto               , Japan               ,            1,                0,              0.6   ,                0,                             0,                             20,                   0.7083,                0,                             0,                             49,                   0.4737
Malaysia Open 2026             , 1000, Quarter-finals, 2026-01-06, Malaysia            , Shi Yuqi                           , China               , Lee Cheuk Yiu                 , Hong Kong           ,            1,                0,              0.8   ,                0,                             0,                             20,                   0.9   ,                0,                             0,                             77,                   0.2
India Open 2026                ,  750, Second round  , 2026-01-13, India               , Srikanth Kidambi                   , India               , Christo Popov                 , France              ,            0,                0,              1.0   ,                1,                             0,                             49,                   0.6154,                0,                             1,                              7,                   0.7143
India Open 2026                ,  750, First round   , 2026-01-13, India               , Wang Tzu-wei                       , Chinese Taipei      , Christo Popov                 , France              ,            0,                0,              1.0   ,                0,                             1,                              7,                   0.3333,                0,                             1,                              7,                   0.7143
India Open 2026                ,  750, Quarter-finals, 2026-01-13, India               , Christo Popov                      , France              , Jonatan Christie              , Indonesia           ,            0,                0,              1.0   ,                0,                             1,                              7,                   0.7143,                0,                             4,                              7,                   0.7241
India Open 2026                ,  750, First round   , 2026-01-13, India               , Leong Jun Hao                      , Malaysia            , Yushi Tanaka                  , Japan               ,            0,                0,              0.5   ,                0,                             2,                              7,                   0.3571,                0,                             1,                              7,                   0.4118
India Open 2026                ,  750, Second round  , 2026-01-13, India               , Yushi Tanaka                       , Japan               , Jonatan Christie              , Indonesia           ,            0,                0,              0.5   ,                0,                             1,                              7,                   0.4118,                0,                             4,                              7,                   0.7241
India Open 2026                ,  750, First round   , 2026-01-13, India               , Jason Teh                          , Singapore           , Jonatan Christie              , Indonesia           ,            0,                0,              0.0   ,                0,                             1,                              7,                   0.5   ,                0,                             4,                              7,                   0.7241
India Open 2026                ,  750, Quarter-finals, 2026-01-13, India               , Loh Kean Yew                       , Singapore           , Kunlavut Vitidsarn            , Thailand            ,            0,                0,              0.0   ,                0,                             1,                              7,                   0.4667,                0,                             5,                              7,                   0.7407
India Open 2026                ,  750, Second round  , 2026-01-13, India               , Prannoy H. S.                      , India               , Loh Kean Yew                  , Singapore           ,            0,                0,              0.5   ,                1,                             0,                             49,                   0.4167,                0,                             1,                              7,                   0.4667
India Open 2026                ,  750, First round   , 2026-01-13, India               , Wang Zhengxing                     , China               , Loh Kean Yew                  , Singapore           ,            0,                0,              0.5   ,                0,                             1,                              7,                   0.3636,                0,                             1,                              7,                   0.4667
India Open 2026                ,  750, First round   , 2026-01-13, India               , Lu Guangzu                         , China               , Justin Hoh                    , Malaysia            ,            1,                0,              0.5   ,                0,                             2,                              7,                   0.3636,                0,                             0,                             63,                   0.5385
India Open 2026                ,  750, Second round  , 2026-01-13, India               , Lu Guangzu                         , China               , Kunlavut Vitidsarn            , Thailand            ,            0,                0,              0.125 ,                0,                             2,                              7,                   0.3636,                0,                             5,                              7,                   0.7407
India Open 2026                ,  750, First round   , 2026-01-13, India               , Koki Watanabe                      , Japan               , Kunlavut Vitidsarn            , Thailand            ,            0,                0,              0.25  ,                0,                             2,                              7,                   0.4118,                0,                             5,                              7,                   0.7407
India Open 2026                ,  750, First round   , 2026-01-13, India               , Tharun Mannepalli                  , India               , Srikanth Kidambi              , India               ,            0,                1,              0.5   ,                1,                             0,                             35,                   0.5556,                1,                             0,                             49,                   0.6154
India Open 2026                ,  750, First round   , 2026-01-13, India               , Lee Cheuk Yiu                      , Hong Kong           , Prannoy H. S.                 , India               ,            0,                0,              0.3333,                0,                             3,                              7,                   0.3333,                1,                             0,                             49,                   0.4167
India Open 2026                ,  750, First round   , 2026-01-13, India               , Jeon Hyeok-jin                     , South Korea         , Nhat Nguyen                   , Republic of Ireland ,            0,                0,              1.0   ,                0,                             0,                             63,                   0.4286,                0,                             2,                              7,                   0.4167
India Open 2026                ,  750, Second round  , 2026-01-13, India               , Lin Chun-yi                        , Chinese Taipei      , Nhat Nguyen                   , Republic of Ireland ,            1,                0,              0.5   ,                0,                             1,                              7,                   0.5263,                0,                             2,                              7,                   0.4167
India Open 2026                ,  750, First round   , 2026-01-13, India               , Lin Chun-yi                        , Chinese Taipei      , Lee Chia-hao                  , Chinese Taipei      ,            1,                1,              0.75  ,                0,                             1,                              7,                   0.5263,                0,                             1,                              7,                   0.3125
India Open 2026                ,  750, Final         , 2026-01-13, India               , Lin Chun-yi                        , Chinese Taipei      , Jonatan Christie              , Indonesia           ,            1,                0,              0.25  ,                0,                             1,                              7,                   0.5263,                0,                             4,                              7,                   0.7241
India Open 2026                ,  750, Semi-finals   , 2026-01-13, India               , Jonatan Christie                   , Indonesia           , Loh Kean Yew                  , Singapore           ,            0,                0,              1.0   ,                0,                             4,                              7,                   0.7241,                0,                             1,                              7,                   0.4667
India Open 2026                ,  750, First round   , 2026-01-13, India               , Chou Tien-chen                     , Chinese Taipei      , Brian Yang                    , Canada              ,            0,                0,              0.8333,                0,                             2,                              7,                   0.6562,                0,                             1,                              7,                   0.3333
India Open 2026                ,  750, Second round  , 2026-01-13, India               , Brian Yang                         , Canada              , Victor Lai                    , Canada              ,            0,                1,              0.0   ,                0,                             1,                              7,                   0.3333,                0,                             2,                              7,                   0.4444
India Open 2026                ,  750, First round   , 2026-01-13, India               , Toma Junior Popov                  , France              , Victor Lai                    , Canada              ,            0,                0,              0.5   ,                0,                             1,                              7,                   0.3846,                0,                             2,                              7,                   0.4444
India Open 2026                ,  750, Quarter-finals, 2026-01-13, India               , Victor Lai                         , Canada              , Chi Yu-jen                    , Chinese Taipei      ,            1,                0,              0.5   ,                0,                             2,                              7,                   0.4444,                0,                             1,                              7,                   0.3333
India Open 2026                ,  750, Semi-finals   , 2026-01-13, India               , Victor Lai                         , Canada              , Lin Chun-yi                   , Chinese Taipei      ,            0,                0,              0.5   ,                0,                             2,                              7,                   0.4444,                0,                             1,                              7,                   0.5263
