tournament                     , tier, round         , start_date, host_country        , player_a                           , player_a_nat        , player_b                      , player_b_nat        , player_a_won, same_nationality, h2h_win_rate_a_vs_b, player_a_is_home, player_a_matches_last_14_days, player_a_days_since_last_match, player_a_recent_win_rate, player_b_is_home, player_b_matches_last_14_days, player_b_days_since_last_match, player_b_recent_win_rate
Swiss Open 2021                ,  300, Semi-finals   , 2021-03-02, Switzerland         , Viktor Axelsen                     , Denmark             , Srikanth Kidambi              , India               ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, First Round   , 2021-03-02, Switzerland         , Sergey Sirant                      , Russia              , Lee Zii Jia                   , Malaysia            ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, Second Round  , 2021-03-02, Switzerland         , Victor Svendsen                    , Denmark             , Lee Zii Jia                   , Malaysia            ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, First Round   , 2021-03-02, Switzerland         , Lakshya Sen                        , India               , Victor Svendsen               , Denmark             ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, Quarter-finals, 2021-03-02, Switzerland         , B. Sai Praneeth                    , India               , Lee Zii Jia                   , Malaysia            ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, First Round   , 2021-03-02, Switzerland         , Misha Zilberman                    , Israel              , B. Sai Praneeth               , India               ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, Second Round  , 2021-03-02, Switzerland         , Pablo Abián                        , Spain               , B. Sai Praneeth               , India               ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, First Round   , 2021-03-02, Switzerland         , Pablo Abián                        , Spain               , Parupalli Kashyap             , India               ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, First Round   , 2021-03-02, Switzerland         , Felix Burestedt                    , Sweden              , Rasmus Gemke                  , Denmark             ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, First Round   , 2021-03-02, Switzerland         , Ajay Jayaram                       , India               , Sitthikom Thammasin           , Thailand            ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, Quarter-finals, 2021-03-02, Switzerland         , Kunlavut Vitidsarn                 , Thailand            , Ajay Jayaram                  , India               ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, First Round   , 2021-03-02, Switzerland         , Ygor Coelho de Oliveira            , Brazil              , Kunlavut Vitidsarn            , Thailand            ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, Second Round  , 2021-03-02, Switzerland         , Sourabh Verma                      , India               , Kunlavut Vitidsarn            , Thailand            ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, First Round   , 2021-03-02, Switzerland         , Christian Kirchmayr                , Switzerland         , Sourabh Verma                 , India               ,            0,                0,              0.5   ,                1,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, First Round   , 2021-03-02, Switzerland         , Mark Caljouw                       , Netherlands         , Prannoy Kumar                 , India               ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, Second Round  , 2021-03-02, Switzerland         , Ajay Jayaram                       , India               , Rasmus Gemke                  , Denmark             ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, First Round   , 2021-03-02, Switzerland         , Kantaphon Wangcharoen              , Thailand            , Liew Daren                    , Malaysia            ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, Second Round  , 2021-03-02, Switzerland         , Kantaphon Wangcharoen              , Thailand            , Mark Caljouw                  , Netherlands         ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, Semi-finals   , 2021-03-02, Switzerland         , Kunlavut Vitidsarn                 , Thailand            , Lee Zii Jia                   , Malaysia            ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, First Round   , 2021-03-02, Switzerland         , Viktor Axelsen                     , Denmark             , Jason Ho-Shue                 , Canada              ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, Second Round  , 2021-03-02, Switzerland         , Viktor Axelsen                     , Denmark             , Khosit Phetpradab             , Thailand            ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, First Round   , 2021-03-02, Switzerland         , Khosit Phetpradab                  , Thailand            , Nhat Nguyen                   , Republic of Ireland ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, Quarter-finals, 2021-03-02, Switzerland         , Viktor Axelsen                     , Denmark             , Shesar Hiren Rhustavito       , Indonesia           ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, First Round   , 2021-03-02, Switzerland         , Shesar Hiren Rhustavito            , Indonesia           , Soong Joo Ven                 , Malaysia            ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, Final         , 2021-03-02, Switzerland         , Viktor Axelsen                     , Denmark             , Kunlavut Vitidsarn            , Thailand            ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, First Round   , 2021-03-02, Switzerland         , Toma Junior Popov                  , France              , Brian Yang                    , Canada              ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, First Round   , 2021-03-02, Switzerland         , Srikanth Kidambi                   , India               , Sameer Verma                  , India               ,            1,                1,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, Second Round  , 2021-03-02, Switzerland         , Srikanth Kidambi                   , India               , Thomas Rouxel                 , France              ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, First Round   , 2021-03-02, Switzerland         , Thomas Rouxel                      , France              , Xiaodong Sheng                , Canada              ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, Quarter-finals, 2021-03-02, Switzerland         , Srikanth Kidambi                   , India               , Kantaphon Wangcharoen         , Thailand            ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Swiss Open 2021                ,  300, Second Round  , 2021-03-02, Switzerland         , Shesar Hiren Rhustavito            , Indonesia           , Brian Yang                    , Canada              ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
All England Open 2021          , 1000, First Round   , 2021-03-17, England             , Mark Caljouw                       , Netherlands         , Khosit Phetpradab             , Thailand            ,            1,                0,              0.5   ,                0,                             0,                             15,                   0.5   ,                0,                             0,                             15,                   0.5
All England Open 2021          , 1000, First Round   , 2021-03-17, England             , Kanta Tsuneyama                    , Japan               , Toby Penty                    , England             ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                1,                             0,                            100,                   0.5
All England Open 2021          , 1000, Second Round  , 2021-03-17, England             , Kanta Tsuneyama                    , Japan               , Rasmus Gemke                  , Denmark             ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                             15,                   0.5
All England Open 2021          , 1000, First Round   , 2021-03-17, England             , Kenta Nishimoto                    , Japan               , Rasmus Gemke                  , Denmark             ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                             15,                   0.5
All England Open 2021          , 1000, Quarter-finals, 2021-03-17, England             , Kanta Tsuneyama                    , Japan               , Anders Antonsen               , Denmark             ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
All England Open 2021          , 1000, First Round   , 2021-03-17, England             , Ygor Coelho de Oliveira            , Brazil              , Sameer Verma                  , India               ,            0,                0,              0.5   ,                0,                             0,                             15,                   0.0   ,                0,                             0,                             15,                   0.0
All England Open 2021          , 1000, Second Round  , 2021-03-17, England             , Sameer Verma                       , India               , Anders Antonsen               , Denmark             ,            0,                0,              0.5   ,                0,                             0,                             15,                   0.0   ,                0,                             0,                            100,                   0.5
All England Open 2021          , 1000, Second Round  , 2021-03-17, England             , Sitthikom Thammasin                , Thailand            , Jonatan Christie              , Indonesia           ,            1,                0,              0.5   ,                0,                             0,                             15,                   0.0   ,                0,                             0,                            100,                   0.5
All England Open 2021          , 1000, First Round   , 2021-03-17, England             , Pablo Abián                        , Spain               , Sitthikom Thammasin           , Thailand            ,            0,                0,              0.5   ,                0,                             0,                             15,                   0.5   ,                0,                             0,                             15,                   0.0
All England Open 2021          , 1000, First Round   , 2021-03-17, England             , Kunlavut Vitidsarn                 , Thailand            , Jonatan Christie              , Indonesia           ,            0,                0,              0.5   ,                0,                             0,                             15,                   0.8   ,                0,                             0,                            100,                   0.5
All England Open 2021          , 1000, First Round   , 2021-03-17, England             , B. Sai Praneeth                    , India               , Toma Junior Popov             , France              ,            1,                0,              0.5   ,                0,                             0,                             15,                   0.6667,                0,                             0,                             15,                   0.0
All England Open 2021          , 1000, Second Round  , 2021-03-17, England             , B. Sai Praneeth                    , India               , Viktor Axelsen                , Denmark             ,            0,                0,              0.5   ,                0,                             0,                             15,                   0.6667,                0,                             0,                             15,                   1.0
All England Open 2021          , 1000, First Round   , 2021-03-17, England             , Koki Watanabe                      , Japan               , Viktor Axelsen                , Denmark             ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                             15,                   1.0
All England Open 2021          , 1000, First Round   , 2021-03-17, England             , Brice Leverdez                     , France              , Anders Antonsen               , Denmark             ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
All England Open 2021          , 1000, Second Round  , 2021-03-17, England             , Nhat Nguyen                        , Republic of Ireland , Mark Caljouw                  , Netherlands         ,            0,                0,              0.5   ,                0,                             0,                             15,                   0.0   ,                0,                             0,                             15,                   0.5
All England Open 2021          , 1000, Quarter-finals, 2021-03-17, England             , Sitthikom Thammasin                , Thailand            , Viktor Axelsen                , Denmark             ,            0,                0,              0.5   ,                0,                             0,                             15,                   0.0   ,                0,                             0,                             15,                   1.0
All England Open 2021          , 1000, Quarter-finals, 2021-03-17, England             , Lakshya Sen                        , India               , Mark Caljouw                  , Netherlands         ,            0,                0,              0.5   ,                0,                             0,                             15,                   0.0   ,                0,                             0,                             15,                   0.5
All England Open 2021          , 1000, Semi-finals   , 2021-03-17, England             , Lee Zii Jia                        , Malaysia            , Mark Caljouw                  , Netherlands         ,            1,                0,              0.5   ,                0,                             0,                             15,                   0.75  ,                0,                             0,                             15,                   0.5
All England Open 2021          , 1000, Final         , 2021-03-17, England             , Lee Zii Jia                        , Malaysia            , Viktor Axelsen                , Denmark             ,            1,                0,              0.5   ,                0,                             0,                             15,                   0.75  ,                0,                             0,                             15,                   1.0
All England Open 2021          , 1000, Semi-finals   , 2021-03-17, England             , Anders Antonsen                    , Denmark             , Viktor Axelsen                , Denmark             ,            0,                1,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                             15,                   1.0
All England Open 2021          , 1000, First Round   , 2021-03-17, England             , Kento Momota                       , Japan               , Parupalli Kashyap             , India               ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                             15,                   0.0
All England Open 2021          , 1000, Second Round  , 2021-03-17, England             , Kento Momota                       , Japan               , Prannoy Kumar                 , India               ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                             15,                   0.0
All England Open 2021          , 1000, First Round   , 2021-03-17, England             , Liew Daren                         , Malaysia            , Prannoy Kumar                 , India               ,            0,                0,              0.5   ,                0,                             0,                             15,                   0.0   ,                0,                             0,                             15,                   0.0
All England Open 2021          , 1000, First Round   , 2021-03-17, England             , Srikanth Kidambi                   , India               , Nhat Nguyen                   , Republic of Ireland ,            0,                0,              0.5   ,                0,                             0,                             15,                   0.75  ,                0,                             0,                             15,                   0.0
All England Open 2021          , 1000, First Round   , 2021-03-17, England             , Lee Zii Jia                        , Malaysia            , Brian Yang                    , Canada              ,            1,                0,              0.5   ,                0,                             0,                             15,                   0.75  ,                0,                             0,                             15,                   0.5
All England Open 2021          , 1000, Second Round  , 2021-03-17, England             , Lee Zii Jia                        , Malaysia            , Hans-Kristian Vittinghus      , Denmark             ,            1,                0,              0.5   ,                0,                             0,                             15,                   0.75  ,                0,                             0,                            100,                   0.5
All England Open 2021          , 1000, First Round   , 2021-03-17, England             , Hans-Kristian Vittinghus           , Denmark             , Misha Zilberman               , Israel              ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                             15,                   0.0
All England Open 2021          , 1000, First Round   , 2021-03-17, England             , Anthony Sinisuka Ginting           , Indonesia           , Thomas Rouxel                 , France              ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                             15,                   0.5
All England Open 2021          , 1000, Second Round  , 2021-03-17, England             , Thomas Rouxel                      , France              , Lakshya Sen                   , India               ,            0,                0,              0.5   ,                0,                             0,                             15,                   0.5   ,                0,                             0,                             15,                   0.0
All England Open 2021          , 1000, First Round   , 2021-03-17, England             , Lakshya Sen                        , India               , Kantaphon Wangcharoen         , Thailand            ,            1,                0,              0.5   ,                0,                             0,                             15,                   0.0   ,                0,                             0,                             15,                   0.6667
All England Open 2021          , 1000, Quarter-finals, 2021-03-17, England             , Kento Momota                       , Japan               , Lee Zii Jia                   , Malaysia            ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                             15,                   0.75
Orléans Masters 2021           ,  100, Third Round   , 2021-03-23, France              , Kai Schäfer                        , Germany             , Ditlev Jæger Holm             , Denmark             ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, Third Round   , 2021-03-23, France              , Ditlev Jæger Holm                  , Denmark             , Subhankar Dey                 , India               ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, Second Round  , 2021-03-23, France              , Ditlev Jæger Holm                  , Denmark             , B. M. Rahul Bharadwaj         , India               ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, Quarter-finals, 2021-03-23, France              , Ditlev Jæger Holm                  , Denmark             , Nhat Nguyen                   , Republic of Ireland ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             2,                              6,                   0.3333
Orléans Masters 2021           ,  100, Quarter-finals, 2021-03-23, France              , Hans-Kristian Vittinghus           , Denmark             , Chico Aura Dwi Wardoyo        , Indonesia           ,            1,                0,              0.5   ,                0,                             2,                              6,                   0.5   ,                0,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, Second Round  , 2021-03-23, France              , Chico Aura Dwi Wardoyo             , Indonesia           , Chirag Sen                    , India               ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, Third Round   , 2021-03-23, France              , Chirag Sen                         , India               , Soong Joo Ven                 , Malaysia            ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                             21,                   0.0
Orléans Masters 2021           ,  100, Third Round   , 2021-03-23, France              , Hans-Kristian Vittinghus           , Denmark             , Johnnie Torjussen             , England             ,            1,                0,              0.5   ,                0,                             2,                              6,                   0.5   ,                0,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, Second Round  , 2021-03-23, France              , Soong Joo Ven                      , Malaysia            , Hans-Kristian Vittinghus      , Denmark             ,            0,                0,              0.5   ,                0,                             0,                             21,                   0.0   ,                0,                             2,                              6,                   0.5
Orléans Masters 2021           ,  100, Third Round   , 2021-03-23, France              , Thomas Rouxel                      , France              , Julien Carraggi               , Belgium             ,            0,                0,              0.5   ,                1,                             2,                              6,                   0.5   ,                0,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, Second Round  , 2021-03-23, France              , Thomas Rouxel                      , France              , Harry Huang                   , England             ,            1,                0,              0.5   ,                1,                             2,                              6,                   0.5   ,                0,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, Second Round  , 2021-03-23, France              , Mads Christophersen                , Denmark             , Fabio Caponio                 , Italy               ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, Quarter-finals, 2021-03-23, France              , Mads Christophersen                , Denmark             , Magnus Johannesen             , Denmark             ,            1,                1,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, Quarter-finals, 2021-03-23, France              , Joran Kweekel                      , Netherlands         , Christian Kirchmayr           , Switzerland         ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                             21,                   0.0
Orléans Masters 2021           ,  100, Second Round  , 2021-03-23, France              , Mithun Manjunath                   , India               , Kai Schäfer                   , Germany             ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, Third Round   , 2021-03-23, France              , Christo Popov                      , France              , Abhinav Manota                , New Zealand         ,            0,                0,              0.5   ,                1,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, Third Round   , 2021-03-23, France              , Joran Kweekel                      , Netherlands         , Luka Wraber                   , Austria             ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, Second Round  , 2021-03-23, France              , Abhinav Manota                     , New Zealand         , Joran Kweekel                 , Netherlands         ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, First Round   , 2021-03-23, France              , B. R. Sankeerth                    , Canada              , Thomas Rouxel                 , France              ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                1,                             2,                              6,                   0.5
Orléans Masters 2021           ,  100, Second Round  , 2021-03-23, France              , Magnus Johannesen                  , Denmark             , Christo Popov                 , France              ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                1,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, First Round   , 2021-03-23, France              , Mithun Manjunath                   , India               , Lucas Claerbout               , France              ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                1,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, Third Round   , 2021-03-23, France              , Kiran George                       , India               , Brice Leverdez                , France              ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                1,                             1,                              6,                   0.0
Orléans Masters 2021           ,  100, Semi-finals   , 2021-03-23, France              , Toma Junior Popov                  , France              , Kunlavut Vitidsarn            , Thailand            ,            1,                0,              0.5   ,                1,                             1,                              6,                   0.0   ,                0,                             1,                              6,                   0.6667
Orléans Masters 2021           ,  100, Second Round  , 2021-03-23, France              , Max Weißkirchen                    , Germany             , Victor Svendsen               , Denmark             ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                             21,                   0.5
Orléans Masters 2021           ,  100, Semi-finals   , 2021-03-23, France              , Hans-Kristian Vittinghus           , Denmark             , Mads Christophersen           , Denmark             ,            0,                1,              0.5   ,                0,                             2,                              6,                   0.5   ,                0,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, Second Round  , 2021-03-23, France              , Srikanth Kidambi                   , India               , Ajay Jayaram                  , India               ,            1,                1,              0.5   ,                0,                             1,                              6,                   0.6   ,                0,                             0,                             21,                   0.6667
Orléans Masters 2021           ,  100, Second Round  , 2021-03-23, France              , Ajay Jayaram                       , India               , Alap Mishra                   , India               ,            0,                1,              0.5   ,                0,                             0,                             21,                   0.6667,                0,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, Third Round   , 2021-03-23, France              , Srikanth Kidambi                   , India               , Cheam June Wei                , Malaysia            ,            1,                0,              0.5   ,                0,                             1,                              6,                   0.6   ,                0,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, Second Round  , 2021-03-23, France              , Samuel Hsiao                       , Germany             , Ygor Coelho de Oliveira       , Brazil              ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             1,                              6,                   0.0
Orléans Masters 2021           ,  100, Quarter-finals, 2021-03-23, France              , Srikanth Kidambi                   , India               , Toma Junior Popov             , France              ,            0,                0,              0.5   ,                0,                             1,                              6,                   0.6   ,                1,                             1,                              6,                   0.0
Orléans Masters 2021           ,  100, Final         , 2021-03-23, France              , Toma Junior Popov                  , France              , Mads Christophersen           , Denmark             ,            1,                0,              0.5   ,                1,                             1,                              6,                   0.0   ,                0,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, Second Round  , 2021-03-23, France              , Toma Junior Popov                  , France              , Ade Resky Dwicahyo            , Azerbaijan          ,            1,                0,              0.5   ,                1,                             1,                              6,                   0.0   ,                0,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, Third Round   , 2021-03-23, France              , Toma Junior Popov                  , France              , Philip Illum Klindt           , Denmark             ,            0,                0,              0.5   ,                1,                             1,                              6,                   0.0   ,                0,                             0,                            100,                   0.5
Orléans Masters 2021           ,  100, Second Round  , 2021-03-23, France              , Alex Lane                          , England             , Lino Muñoz                    , Mexico              ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
